station_id,source_record_id,station_name,address,postcode,latitude,longitude,operator_name,data_provider,operational_status,number_of_evses,number_of_connectors,maximum_power_kw,access_type,usage_cost,source_url,source_last_updated,licence,attribution,verification_status,verification_notes
airis_ddc3489e654f03c05faf,13553,ASDA Cardiff Coryton Supercentre,"1 Longwood Drive, Cardiff",CF14 7EW,51.524136,-3.242433,BP Pulse (UK),Open Charge Map Contributors,operational,2.0,4.0,7.0,public,Inclusive; for Polar Plus subscription members only,https://openchargemap.org/site/poi/details/13553,2019-03-05T06:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_b94c2cdd62ccc9e64cdb,149140,Tesco Extra-Culverhouse Cross,"Culverhouse Cross, Cardiff",CF5 6XQ,51.466577,-3.274567,POD Point (UK),Open Charge Map Contributors,operational,4.0,4.0,7.0,public,£0.44/kWh,https://openchargemap.org/site/poi/details/149140,2023-04-09T05:20:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_e651fb146402b585af35,259469,InstaVolt Valegate Retail Park,"Valegate Retail Park, Culverhouse Cross, Cardiff, Wales",CF5 6EH,51.464141,-3.2746159,InstaVolt Ltd,Open Charge Map Contributors,operational,2.0,4.0,120.0,public,£0.75/kWh,https://openchargemap.org/site/poi/details/259469,2023-04-03T08:27:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_3c050a8dc19efac7c748,286092,Tesco Superstore - St Mellons,"Crickhowell Road, Cardiff",CF3 0EF,51.524775,-3.103756,POD Point (UK),Open Charge Map Contributors,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/286092,2025-03-10T06:23:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_11034ffdcd8f35310fd9,258962,Welcome Break Cardiff Gate Services,"M4 Motorway, Jct 30, Cardiff",CF23 8RA,51.539266,-3.129829,GridServe,Open Charge Map Contributors,operational,4.0,5.0,60.0,public,"DC (contactless): £0.85/kWh, DC (GRIDSERVE app): £0.79/kWh",https://openchargemap.org/site/poi/details/258962,2025-04-28T10:59:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_e96c847af49026f6e43c,260847,Cosmeston Lakes Country Car Park,"Cosmeston Lakes Country Car Park, Penarth",CF64 5UY,51.415938,-3.182292,Connected Kerb,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/260847,2023-05-03T08:51:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_c2c26f6edd52d208f5fb,127106,Dŵr Cymru Welsh Water St. Mellons,"St. Mellons Business Park, Trowbridge, Cardiff",CF3 0LT,51.529847,-3.081929,Hubsta,Open Charge Map Contributors,operational,2.0,2.0,7.0,private,,https://openchargemap.org/site/poi/details/127106,2019-05-27T22:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_d5b25a8ed4046d3f1c37,101139,Barry Power Station,"Sully Moors Road, Palmerstown, Sully, Vale of Glamorgan",CF64,51.409163004328384,-3.228540095770313,Charge & Drive (Fortum - NO),Open Charge Map Contributors,operational,2.0,2.0,7.0,private,Free,https://openchargemap.org/site/poi/details/101139,2018-03-18T17:35:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_8881deac9233859a9757,285575,"Cadoxton Moors Community Centre, Barry","Cadoxton Moors Community Centre, Barry",CF63 2NX,51.411935,-3.242214,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285575,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_e07edfe839100fdcfdda,214011,DRAX00227,"Malthouse Avenue, Cardiff",CF23 8RA,51.4113,-3.24684,Drax Energy Solutions Limited,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/214011,2023-05-04T08:39:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_1e80684c79f9118d964e,285584,"Victoria Park Community Centre, Barry","Victoria Park Community Centre, Barry",CF63 1JY,51.414496,-3.255916,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285584,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_5398b43ae11e3e8c625a,285600,Gibbinsdown & Treharne Community Centre,"Gibbinsdown and Treharne Community Centre, Barry",CF62 9DF,51.418548,-3.267057,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285600,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_88cdc81bc33622080fcd,259010,Moto Cardiff West Services,Moto Cardiff West Services,CF72 8SA,51.508914,-3.306853,Electric Highway (UK),Open Charge Map Contributors,operational,15.0,19.0,350.0,public,"DC: £0.79/kWh,AC: £0.49/kWh",https://openchargemap.org/site/poi/details/259010,2025-03-10T06:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_122ac13808ff822bb3a2,24153,National Trust Dyffryn Gardens,"St Nicholas, Vale of Glamorgan, Wales",CF5 6SU,51.444863,-3.301556,Zero Carbon World,Open Charge Map Contributors,operational,1.0,1.0,7.0,public,,https://openchargemap.org/site/poi/details/24153,2023-06-11T22:15:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_686077998c9de4b59f63,285542,"Court Road Multi Storey, Barry","Court Road Multi Storey Car Park, Vale Of Gla, Cardiff",CF63 4AF,51.407148,-3.263081,Connected Kerb,UK National Charge Point Registry,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/285542,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_3dabe34a3db45a7cf13f,285544,"Barry Library, Barry","Barry Library Car Park, Barry",CF63 4EL,51.40736,-3.26647,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285544,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_7aab6581307d81dd7cc4,187633,Port Road West,"Port Road West, Barry",CF62 8ZJ,51.415471,-3.287487,POD Point (UK),Open Charge Map Contributors,operational,2.0,2.0,7.0,public,£0.35/kWh,https://openchargemap.org/site/poi/details/187633,2024-12-03T06:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_ca5c5a805e5788dbe1fd,285529,"Thompson Street, Barry","Thompson Street Car Park, Vale of Glamorgan, Barry",CF63 4LH,51.40487,-3.270489,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285529,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_f3bdfa352821e69c3355,200652,"The Twyn Car Park, Caerphilly","Castle Street, Caerphilly",CF83 1JL,51.574885,-3.21807,Silverstone Green Energy,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/200652,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_5eb5715e5fe12319417b,173041,Tesco Superstore-Barry,"Stirling Road, Shopping Precinct, Barry",CF62 8NX,51.414462,-3.290265,POD Point (UK),Open Charge Map Contributors,operational,4.0,6.0,50.0,public,£0.49/kWh,https://openchargemap.org/site/poi/details/173041,2024-04-20T05:22:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_e8ea8aebf06f63cf18c1,285526,"Kendrick Road, Barry","Kendrick Road Car Park, Vale of Glamorgan, Barry",CF63 4HD,51.404091,-3.27213,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285526,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_dc03b92dfce3c235a65b,135576,InstaVolt Waterfront Retail Park,"Waterfront Retail Park, Barry",CF64 4BA,51.401095,-3.268866,InstaVolt Ltd,Open Charge Map Contributors,operational,2.0,4.0,50.0,public,£0.75/kWh,https://openchargemap.org/site/poi/details/135576,2023-04-03T08:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_c4b466c0654970ad04ab,167024,Morrisons Caerphilly,"44 Castle St, Caerphilly, Wales",CF83 1NU,51.57727,-3.215604,The GeniePoint Network ( EQUANS EV Solutions ),Open Charge Map Contributors,operational,,3.0,50.0,public,£1 connection fee then 30p per kw,https://openchargemap.org/site/poi/details/167024,2020-10-07T12:45:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_942cb171bb0286d52bed,260057,Red Kite Pub & Restaurant,"Nantgarw Road, Caerphilly",CF83 2AX,51.5713,-3.2447787,Osprey Charging,Open Charge Map Contributors,operational,4.0,6.0,50.0,public,£0.79/kWh,https://openchargemap.org/site/poi/details/260057,2024-08-29T15:08:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_aaa3551cfff207a65945,213993,Morrisons,"Penny Way, Barry",CF63 4BA,51.401489,-3.271728,The GeniePoint Network ( EQUANS EV Solutions ),UK National Charge Point Registry,,,,50.0,public,,https://openchargemap.org/site/poi/details/213993,2023-05-04T08:39:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_a45b3529c7cf68ca4b3d,286425,"Aber Railway Station, Nantgarw Road","Aber Railway Station, Nantgarw Road, Carephilly",CF83 1AT,51.576004,-3.23067,Connected Kerb,UK National Charge Point Registry,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/286425,2023-12-07T08:11:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_d7524140b1411ab84e05,285518,"Broad Street, Barry","Broad Street, Vale Of Glamorgan, Barry",CF62 7AH,51.401858,-3.277924,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285518,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_b314399b940845a06fc0,251106,BSC2 Carpark,"BSC2 Carpark, Barry",CF62 5QL,51.400511,-3.27942,Connected Kerb,UK National Charge Point Registry,,,,7.0,public,,https://openchargemap.org/site/poi/details/251106,2023-03-08T04:15:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_aab3010ae8dddbc6910e,47114,ASDA Barry Superstore,"Ffordd y Mileniwm, Barry Island, Barry, Vale of Glamorgan",CF62 5AT,51.397175,-3.278613,BP Pulse (UK),Open Charge Map Contributors,operational,4.0,4.0,7.0,public,Inclusive; for Polar Plus subscription members only,https://openchargemap.org/site/poi/details/47114,2019-03-06T06:22:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_b48efd1f68193afc345b,259892,Green Lady,"Green Lady, Pontygwindy Raod, Caerphilly",CF83 3HF,51.584257,-3.219711,Osprey Charging,Open Charge Map Contributors,operational,4.0,4.0,75.0,public,£0.79/kWh,https://openchargemap.org/site/poi/details/259892,2024-07-09T12:50:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_f60f3eaf934c72f81eb3,285479,"Nell?s Point, Barry","Nell?s Point Car Park, Barry",CF62 5AH,51.391034,-3.270785,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285479,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_2f033618fe8ae9c0bfcf,285483,"Harbour Road, Barry","Harbour Road Car Park, Barry",CF62 5BJ,51.392784,-3.278988,Connected Kerb,UK National Charge Point Registry,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/285483,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_2bc25ba0284fdae7d418,286506,Tesco Superstore - Caerphilly,"Parc Pontypandy Crossways Retail Park, Caerphilly",CF83 3NL,51.589753,-3.21213,POD Point (UK),Open Charge Map Contributors,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/286506,2025-03-10T06:35:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_423f15ff2979af258f31,200709,Navigation Street Car Park,"Navigation Street, Trethomas",CF83 8DJ,51.592386,-3.18374,Silverstone Green Energy,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/200709,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_cc1cdce6253e605c3d01,149810,Gallagher Retail Park,"Parc Pontypandy, Porset, Caerphilly",CF83 3GX,51.5904159,-3.2150822,InstaVolt Ltd,Open Charge Map Contributors,operational,2.0,4.0,62.0,public,£0.75/kWh,https://openchargemap.org/site/poi/details/149810,2023-04-03T08:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_e96c9a039c569b2b212a,268050,MISKIN V21,"Renishaw plc Miskin, Pontyclun",CF72 8XY,51.506801,-3.35311,ChargePoint,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/268050,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_757c2e789ed3550ffe10,268046,MISKIN A3,"Renishaw plc Miskin, Pontyclun",CF72 8XY,51.506204,-3.353569,ChargePoint,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/268046,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_07ae7048ee577fe2e2e3,268047,MISKIN A10,"Renishaw plc Miskin, Pontyclun",CF72 8XY,51.506315,-3.353846,ChargePoint,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/268047,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_a7c9e865947035aabc9c,268048,MISKIN A19,"Renishaw plc Miskin, Pontyclun",CF72 8XY,51.506439,-3.354223,ChargePoint,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/268048,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_1a2e162e06579395168b,127107,Dŵr Cymru Welsh Water Newport,"Celtic Springs Business Park, Newport",NP10  8FZ,51.557838,-3.044388,Hubsta,Open Charge Map Contributors,operational,2.0,2.0,7.0,private,,https://openchargemap.org/site/poi/details/127107,2019-05-27T22:07:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_9cc21bf4353cf0533b88,285482,"Bron Y Mor, Barry","Bron Y Mor Car Park, Vale of Glamorgan, Barry",CF62 6SW,51.392234,-3.292299,Connected Kerb,UK National Charge Point Registry,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/285482,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_33ed4527c1eb7ebaab7d,286565,"The Crescent, Machen","The Crescent Car Park, Machen, Caerphilly",CF83 8ND,51.595006,-3.142358,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/286565,2023-12-07T08:12:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_0af1271b9505c0e50595,136569,Griffin Mill Garages - Nissan,"Upper Boat, Pontypridd, South Wales, Pontypridd",CF37 5YE,51.576502,-3.288163,POD Point (UK),Open Charge Map Contributors,,,,7.0,public,,https://openchargemap.org/site/poi/details/136569,2025-03-10T06:38:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_852c3956d4600e17e3f3,285476,"Knap Terrace, Barry","Knap Terrace Car Park, Vale of Glamorgan, Barry",CF62 6TA,51.390169,-3.296315,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285476,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_5f60e454d17e85efbaa3,289978,Aubrey Arms,"Aubrey Arms, Swansea Road, Cardiff",CF5 6TQ,51.456726,-3.36277,Osprey Charging,Open Charge Map Contributors,operational,2.0,4.0,60.0,public,£0.79/kWh,https://openchargemap.org/site/poi/details/289978,2024-05-24T12:02:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_dc9e12abc9161ec8901f,54514,Griffin Mill Garages-Nissan,"Upper Boat, Pontypridd, Rhondda Cynon Taf",CF37 5YH,51.57472,-3.294382,Nissan UK Dealer Network,Open Charge Map Contributors,operational,2.0,2.0,7.0,public,Free,https://openchargemap.org/site/poi/details/54514,2022-08-15T18:35:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_f9fb5adefea17e466ef5,92837,The Hyundai Centre-Hutchings Hyundai,"The Hyundai Centre, Pontypridd",CF37 5YH,51.575511,-3.295223,POD Point (UK),Open Charge Map Contributors,unknown,3.0,3.0,7.0,private,Free,https://openchargemap.org/site/poi/details/92837,2023-10-09T13:14:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_939a30ba62d8a32914cd,112843,Holiday Inn Express Newport,"Lakeside Drive, Duffryn, Newport",NP10 8BB,51.5606,-3.0361,BP Pulse (UK),Open Charge Map Contributors,operational,1.0,3.0,50.0,public,£0.79/kWh; other tariffs available,https://openchargemap.org/site/poi/details/112843,2023-08-23T10:25:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_13419708f486da301376,285485,"Porthkerry Park, Barry","Porthkerry Park Car Park, Vale Of Glamorgan, Barry",CF62 3BY,51.393979,-3.315205,Connected Kerb,UK National Charge Point Registry,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/285485,2023-12-07T08:09:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_4696ee808a6fd0706a76,286412,"Llantwit Fardre Leisure Centre, Pontypridd","Llantwit Fardre Leisure Centre, Cardiff",CF38 1DN,51.567693,-3.3184,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/286412,2023-12-07T08:11:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_471c601dcf47790adba9,286475,Tesco Extra - Pontypridd,"Gelli-Hirion Industrial Estate, Pontypridd",CF37 5SN,51.580388,-3.296328,POD Point (UK),Open Charge Map Contributors,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/286475,2025-03-10T06:37:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_bcf0c94d6d53367c5fe7,31389,National Trust Tredegar House,"Newport, South Wales",NP10 8YW,51.561601,-3.028106,Zero Carbon World,Open Charge Map Contributors,operational,1.0,1.0,7.0,public,,https://openchargemap.org/site/poi/details/31389,2015-06-01T19:55:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_090ca116cb6d683cefe0,200715,Abertridwr Library,"Aberfawr Rd, Abertridwr",CF83 4EJ,51.595,-3.26841,Silverstone Green Energy,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/200715,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_1d61ceeb46effedc34a0,157910,Concept House,"South Wales, Newport",NP10 8QQ,51.567146,-3.029248,BP Pulse (UK),UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/157910,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_267ec86eab9a28ca2261,259992,Hawthorn Inn,"Hawthorn Inn, Pontypridd",CF37 5AG,51.580159,-3.307423,Osprey Charging,Open Charge Map Contributors,operational,4.0,6.0,75.0,public,£0.79/kWh,https://openchargemap.org/site/poi/details/259992,2024-05-20T11:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_b1fdff4e2221e406c7b3,200729,Station Road Car Park,"Station Road, Llanbradach",CF83 3LF,51.6044,-3.23128,Silverstone Green Energy,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/200729,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_8d94d0ae240c5a20acc0,157804,Holiday Inn Express Cardiff Airport Port Road,"Rhoose, Cardiff",CF62 3BT,51.397797,-3.332942,BP Pulse (UK),Open Charge Map Contributors,,,,50.0,public,£0.79/kWh; other tariffs available,https://openchargemap.org/site/poi/details/157804,2023-08-23T10:45:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_e41f7892997425075f14,187801,Rogerstone,"Rogerstone, Newport",NP10 9NA,51.584775,-3.052874,VIRTA,Open Charge Map Contributors,operational,1.0,,100.0,public,£0.63/kWh; other tariffs available,https://openchargemap.org/site/poi/details/187801,2022-04-15T11:38:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_6e56112f936cea97a312,173047,Tesco Extra-Risca,"Pontymister Industrial Estate, Newport Road, Risca",NP11 6NP,51.60259,-3.097831,POD Point (UK),Open Charge Map Contributors,operational,4.0,6.0,50.0,public,£0.49/kWh,https://openchargemap.org/site/poi/details/173047,2023-06-11T05:19:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_9a9e0d1bdd0fccd5ba10,200637,"Tredegar Park, Newport",Newport,NP10 8YJ,51.569014,-3.021717,Silverstone Green Energy,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/200637,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_a11735aebc119b1aa035,214501,Azalea Road,"Azalea Road, Rogerstone",NP10 9SA,51.597099,-3.078313,The GeniePoint Network ( EQUANS EV Solutions ),UK National Charge Point Registry,,,,50.0,public,,https://openchargemap.org/site/poi/details/214501,2023-02-13T04:25:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_92fccb1eaa36a10cdaba,214500,"Rivermead Centre Car Park, Newport","Rivermead Centre Car Par, Newport",NP10 9LZ,51.594429,-3.070126,Connected Kerb,UK National Charge Point Registry,,,,22.0,public,,https://openchargemap.org/site/poi/details/214500,2023-05-04T08:49:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_3d6148433941110af485,213043,Pye Corner Railway Station,"Western Valley Road, Pye Corner, Newport, Cymru / Wales",NP10 9DU,51.58147283050593,-3.041134763146971,Dragon Charging,Open Charge Map Contributors,operational,2.0,2.0,22.0,public,£0.65/kWh,https://openchargemap.org/site/poi/details/213043,2023-01-29T17:41:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_b5ff329f63c578c590a4,259470,InstaVolt McDonald's Meadowland,"Afon Ebbw Road, Rogerstone, Newport, Wales",NP10 9HZ,51.5974622,-3.0765198,InstaVolt Ltd,Open Charge Map Contributors,operational,2.0,4.0,120.0,public,£0.75/kWh,https://openchargemap.org/site/poi/details/259470,2023-04-03T08:27:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
airis_ff58d85c4594a9af6356,173611,NP10 9LG,Newport,NP10 9LG,51.595108,-3.066715,The GeniePoint Network ( EQUANS EV Solutions ),UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/173611,2021-03-03T11:25:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,
airis_a26228573e5991dd5237,205043,Tesco Extra-Pontyclun Talbot Green,"Green Park, Talbot Green, Pontyclun",CF72 8RB,51.534967,-3.377051,POD Point (UK),Open Charge Map Contributors,operational,4.0,4.0,7.0,public,£0.44/kWh,https://openchargemap.org/site/poi/details/205043,2023-04-03T18:51:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,
